name,date,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb, trb,ast,stl,blk,tov,pf,pts,plus_minus,result,score,opp,opp_score,pts_team,team,ttfl,team_id_x,wins,losses,tot_game,team_id_y,mp_lw,fg_lw,fga_lw,fg_pct_lw,fg3_lw,fg3a_lw,fg3_pct_lw,ft_lw,fta_lw,ft_pct_lw,orb_lw,drb_lw, trb_lw,ast_lw,stl_lw,blk_lw,tov_lw,pf_lw,pts_lw,plus_minus_lw,score_lw,opp_score_lw
"Mills,Patty",20181226,19,0,5,0.0,0,5,0.0,2,3,0.667,0,4,0,3,0,0,2,2,2,8,1,111,DEN,103,,SAS,-6,6,19,16,35,6,19,0,5,0.0,0,5,0.0,2,3,0.667,0,4,0,3,0,0,2,2,2,8,111,103
"Pöltl,Jakob",20181226,18,3,6,0.5,0,0,0.0,0,0,0.0,3,8,0,2,0,0,0,1,6,15,1,111,DEN,103,,SAS,8,6,19,16,35,6,18,3,6,0.5,0,0,0.0,0,0,0.0,3,8,0,2,0,0,0,1,6,15,111,103
"Hernangómez,Juan",20181226,35,8,13,0.615,6,7,0.857,5,6,0.833,2,11,0,1,0,0,0,1,27,-10,0,103,SAS,111,,DEN,40,2,21,11,32,2,35,8,13,0.615,6,7,0.857,5,6,0.833,2,11,0,1,0,0,0,1,27,-10,103,111
"Craig,Torrey",20181226,34,3,6,0.5,2,3,0.667,2,4,0.5,3,5,0,2,0,2,0,3,10,-4,0,103,SAS,111,,DEN,15,2,21,11,32,2,34,3,6,0.5,2,3,0.667,2,4,0.5,3,5,0,2,0,2,0,3,10,-4,103,111
"Jokić,Nikola",20181226,30,1,5,0.2,1,1,1.0,1,2,0.5,2,2,0,10,2,0,5,1,4,-9,0,103,SAS,111,,DEN,7,2,21,11,32,2,30,1,5,0.2,1,1,1.0,1,2,0.5,2,2,0,10,2,0,5,1,4,-9,103,111
"Plumlee,Mason",20181226,29,3,5,0.6,0,0,0.0,1,5,0.2,2,4,0,3,2,1,2,1,7,-8,0,103,SAS,111,,DEN,7,2,21,11,32,2,29,3,5,0.6,0,0,0.0,1,5,0.2,2,4,0,3,2,1,2,1,7,-8,103,111
"Murray,Jamal",20181226,27,4,19,0.21100000000000002,1,8,0.125,0,0,0.0,1,4,0,2,1,0,2,3,9,-20,0,103,SAS,111,,DEN,-8,2,21,11,32,2,27,4,19,0.21100000000000002,1,8,0.125,0,0,0.0,1,4,0,2,1,0,2,3,9,-20,103,111
"Beasley,Malik",20181226,30,8,19,0.42100000000000004,4,12,0.33299999999999996,2,2,1.0,1,6,0,3,1,0,0,2,22,-7,0,103,SAS,111,,DEN,20,2,21,11,32,2,30,8,19,0.42100000000000004,4,12,0.33299999999999996,2,2,1.0,1,6,0,3,1,0,0,2,22,-7,103,111
"Morris,Monte",20181226,29,6,16,0.375,3,5,0.6,0,0,0.0,0,0,0,4,3,0,2,2,15,-4,0,103,SAS,111,,DEN,14,2,21,11,32,2,29,6,16,0.375,3,5,0.6,0,0,0.0,0,0,0,4,3,0,2,2,15,-4,103,111
"Lyles,Trey",20181226,14,1,5,0.2,0,3,0.0,2,2,1.0,0,2,0,1,1,0,1,1,4,4,0,103,SAS,111,,DEN,0,2,21,11,32,2,14,1,5,0.2,0,3,0.0,2,2,1.0,0,2,0,1,1,0,1,1,4,4,103,111
"Drummond,Andre",20190317,33,5,8,0.625,0,0,0.0,5,5,1.0,4,13,0,1,2,0,1,2,15,-7,1,110,TOR,107,,DET,22,12,36,32,68,12,33,5,8,0.625,0,0,0.0,5,5,1.0,4,13,0,1,2,0,1,2,15,-7,110,107
"Griffin,Blake",20190317,32,9,21,0.429,4,8,0.5,3,5,0.6,2,6,0,3,0,0,5,5,25,-2,1,110,TOR,107,,DET,21,12,36,32,68,12,32,9,21,0.429,4,8,0.5,3,5,0.6,2,6,0,3,0,0,5,5,25,-2,110,107
"Ellington,Wayne",20190317,25,4,10,0.4,1,6,0.16699999999999998,0,0,0.0,0,2,0,1,0,0,1,3,9,0,1,110,TOR,107,,DET,3,12,36,32,68,12,25,4,10,0.4,1,6,0.16699999999999998,0,0,0.0,0,2,0,1,0,0,1,3,9,0,110,107
"Jackson,Reggie",20190317,24,5,10,0.5,2,3,0.667,8,9,0.889,0,2,0,4,1,0,0,1,20,-8,1,110,TOR,107,,DET,32,12,36,32,68,12,24,5,10,0.5,2,3,0.667,8,9,0.889,0,2,0,4,1,0,0,1,20,-8,110,107
"Brown,Bruce",20190317,14,1,6,0.16699999999999998,0,2,0.0,0,0,0.0,0,1,0,1,1,0,0,0,2,-3,1,110,TOR,107,,DET,-3,12,36,32,68,12,14,1,6,0.16699999999999998,0,2,0.0,0,0,0.0,0,1,0,1,1,0,0,0,2,-3,110,107
"Galloway,Langston",20190317,28,4,7,0.5710000000000001,1,3,0.33299999999999996,2,2,1.0,0,2,0,1,0,0,0,3,11,11,1,110,TOR,107,,DET,14,12,36,32,68,12,28,4,7,0.5710000000000001,1,3,0.33299999999999996,2,2,1.0,0,2,0,1,0,0,0,3,11,11,110,107
"Kennard,Luke",20190317,27,1,1,1.0,0,0,0.0,0,0,0.0,0,1,0,3,1,0,1,2,2,1,1,110,TOR,107,,DET,5,12,36,32,68,12,27,1,1,1.0,0,0,0.0,0,0,0.0,0,1,0,3,1,0,1,2,2,1,110,107
"Smith,Ish",20190317,23,4,9,0.444,0,2,0.0,0,0,0.0,4,1,0,8,3,0,0,0,8,11,1,110,TOR,107,,DET,13,12,36,32,68,12,23,4,9,0.444,0,2,0.0,0,0,0.0,4,1,0,8,3,0,0,0,8,11,110,107
"Maker,Thon",20190317,17,2,5,0.4,0,3,0.0,3,3,1.0,0,3,0,0,0,2,0,1,7,3,1,110,TOR,107,,DET,8,12,36,32,68,12,17,2,5,0.4,0,3,0.0,3,3,1.0,0,3,0,0,0,2,0,1,7,3,110,107
"Pachulia,Zaza",20190317,13,4,6,0.667,0,0,0.0,3,3,1.0,1,2,0,1,0,1,2,1,11,9,1,110,TOR,107,,DET,16,12,36,32,68,12,13,4,6,0.667,0,0,0.0,3,3,1.0,1,2,0,1,0,1,2,1,11,9,110,107
"Gasol,Marc",20190317,36,3,7,0.429,1,4,0.25,2,2,1.0,1,10,0,8,0,1,2,2,9,12,0,107,DET,110,,TOR,15,24,49,21,70,24,36,3,7,0.429,1,4,0.25,2,2,1.0,1,10,0,8,0,1,2,2,9,12,107,110
"Leonard,Kawhi",20190317,36,11,21,0.524,5,8,0.625,6,8,0.75,4,6,0,2,1,1,1,2,33,11,0,107,DET,110,,TOR,42,24,49,21,70,24,36,11,21,0.524,5,8,0.625,6,8,0.75,4,6,0,2,1,1,1,2,33,11,107,110
"Siakam,Pascal",20190317,32,6,13,0.462,0,2,0.0,0,0,0.0,0,3,0,3,1,0,1,6,12,-7,0,107,DET,110,,TOR,11,24,49,21,70,24,32,6,13,0.462,0,2,0.0,0,0,0.0,0,3,0,3,1,0,1,6,12,-7,107,110
"Green,Danny",20190317,30,4,9,0.444,4,8,0.5,0,0,0.0,0,3,0,4,0,0,1,1,12,8,0,107,DET,110,,TOR,14,24,49,21,70,24,30,4,9,0.444,4,8,0.5,0,0,0.0,0,3,0,4,0,0,1,1,12,8,107,110
"Lin,Jeremy",20190317,16,1,4,0.25,1,2,0.5,0,0,0.0,0,2,0,3,0,0,0,2,3,1,0,107,DET,110,,TOR,4,24,49,21,70,24,16,1,4,0.25,1,2,0.5,0,0,0.0,0,2,0,3,0,0,0,2,3,1,107,110
"VanVleet,Fred",20190317,31,6,10,0.6,4,5,0.8,1,2,0.5,0,1,0,4,0,0,2,3,17,-4,0,107,DET,110,,TOR,24,24,49,21,70,24,31,6,10,0.6,4,5,0.8,1,2,0.5,0,1,0,4,0,0,2,3,17,-4,107,110
"Anunoby,OG",20190317,18,3,7,0.429,1,2,0.5,1,1,1.0,1,2,0,0,0,0,3,2,8,-5,0,107,DET,110,,TOR,5,24,49,21,70,24,18,3,7,0.429,1,2,0.5,1,1,1.0,1,2,0,0,0,0,3,2,8,-5,107,110
"Powell,Norman",20190317,17,4,8,0.5,1,4,0.25,1,1,1.0,0,1,0,1,0,0,2,1,10,-11,0,107,DET,110,,TOR,8,24,49,21,70,24,17,4,8,0.5,1,4,0.25,1,1,1.0,0,1,0,1,0,0,2,1,10,-11,107,110
"Moreland,Eric",20190317,10,1,3,0.33299999999999996,1,1,1.0,0,0,0.0,1,2,0,0,0,0,0,3,3,-16,0,107,DET,110,,TOR,3,24,49,21,70,24,10,1,3,0.33299999999999996,1,1,1.0,0,0,0.0,1,2,0,0,0,0,0,3,3,-16,107,110
"Harden,James",20190317,31,8,24,0.33299999999999996,4,12,0.33299999999999996,0,0,0.0,0,2,0,10,1,0,3,4,20,20,1,117,MIN,102,,HOU,15,14,43,26,69,14,31,8,24,0.33299999999999996,4,12,0.33299999999999996,0,0,0.0,0,2,0,10,1,0,3,4,20,20,117,102
"Capela,Clint",20190317,30,8,11,0.727,0,0,0.0,4,5,0.8,6,7,0,1,0,2,0,3,20,27,1,117,MIN,102,,HOU,31,14,43,26,69,14,30,8,11,0.727,0,0,0.0,4,5,0.8,6,7,0,1,0,2,0,3,20,27,117,102
"Paul,Chris",20190317,28,8,12,0.667,6,7,0.857,3,3,1.0,0,7,0,10,1,0,1,2,25,26,1,117,MIN,102,,HOU,46,14,43,26,69,14,28,8,12,0.667,6,7,0.857,3,3,1.0,0,7,0,10,1,0,1,2,25,26,117,102
"Gordon,Eric",20190317,25,4,12,0.33299999999999996,4,11,0.364,0,0,0.0,0,1,0,2,0,1,0,0,12,25,1,117,MIN,102,,HOU,8,14,43,26,69,14,25,4,12,0.33299999999999996,4,11,0.364,0,0,0.0,0,1,0,2,0,1,0,0,12,25,117,102
"Tucker,P.J.",20190317,23,3,5,0.6,2,4,0.5,0,0,0.0,0,2,0,0,1,0,1,4,8,19,1,117,MIN,102,,HOU,8,14,43,26,69,14,23,3,5,0.6,2,4,0.5,0,0,0.0,0,2,0,0,1,0,1,4,8,19,117,102
"Shumpert,Iman",20190317,30,3,7,0.429,1,4,0.25,0,0,0.0,1,5,0,3,2,0,1,5,7,-10,1,117,MIN,102,,HOU,6,14,43,26,69,14,30,3,7,0.429,1,4,0.25,0,0,0.0,1,5,0,3,2,0,1,5,7,-10,117,102
"House,Danuel",20190317,28,5,6,0.833,2,3,0.667,2,4,0.5,2,5,0,2,0,0,2,2,14,-2,1,117,MIN,102,,HOU,19,14,43,26,69,14,28,5,6,0.833,2,3,0.667,2,4,0.5,2,5,0,2,0,0,2,2,14,-2,117,102
"Green,Gerald",20190317,19,3,12,0.25,2,9,0.222,1,2,0.5,0,2,0,0,3,0,0,1,9,-10,1,117,MIN,102,,HOU,-2,14,43,26,69,14,19,3,12,0.25,2,9,0.222,1,2,0.5,0,2,0,0,3,0,0,1,9,-10,117,102
"Hilário,Nenê",20190317,17,1,5,0.2,0,0,0.0,0,0,0.0,1,2,0,1,1,0,1,4,2,-12,1,117,MIN,102,,HOU,-1,14,43,26,69,14,17,1,5,0.2,0,0,0.0,0,0,0.0,1,2,0,1,1,0,1,4,2,-12,117,102
"Okogie,Josh",20190317,34,8,14,0.5710000000000001,3,7,0.429,2,4,0.5,2,3,0,3,1,0,2,1,21,-13,0,102,HOU,117,,MIN,23,23,32,38,70,23,34,8,14,0.5710000000000001,3,7,0.429,2,4,0.5,2,3,0,3,1,0,2,1,21,-13,102,117
"Wiggins,Andrew",20190317,32,6,17,0.353,2,5,0.4,0,0,0.0,0,4,0,2,1,1,2,0,14,-29,0,102,HOU,117,,MIN,9,23,32,38,70,23,32,6,17,0.353,2,5,0.4,0,0,0.0,0,4,0,2,1,1,2,0,14,-29,102,117
"Towns,Karl-Anthony",20190317,29,8,22,0.364,2,5,0.4,4,5,0.8,4,6,0,6,0,2,4,4,22,-18,0,102,HOU,117,,MIN,22,23,32,38,70,23,29,8,22,0.364,2,5,0.4,4,5,0.8,4,6,0,6,0,2,4,4,22,-18,102,117
"Jones,Tyus",20190317,29,0,6,0.0,0,3,0.0,0,2,0.0,0,4,0,5,0,0,0,0,0,-19,0,102,HOU,117,,MIN,-6,23,32,38,70,23,29,0,6,0.0,0,3,0.0,0,2,0.0,0,4,0,5,0,0,0,0,0,-19,102,117
"Šarić,Dario",20190317,23,3,7,0.429,0,1,0.0,2,2,1.0,4,4,0,0,1,0,2,1,8,-23,0,102,HOU,117,,MIN,6,23,32,38,70,23,23,3,7,0.429,0,1,0.0,2,2,1.0,4,4,0,0,1,0,2,1,8,-23,102,117
"Gibson,Taj",20190317,21,4,7,0.5710000000000001,0,0,0.0,7,9,0.778,4,6,0,1,0,1,2,2,15,0,0,102,HOU,117,,MIN,21,23,32,38,70,23,21,4,7,0.5710000000000001,0,0,0.0,7,9,0.778,4,6,0,1,0,1,2,2,15,0,102,117
"Bates-Diop,Keita",20190317,17,3,5,0.6,1,3,0.33299999999999996,0,0,0.0,0,2,0,1,1,0,1,1,7,11,0,102,HOU,117,,MIN,7,23,32,38,70,23,17,3,5,0.6,1,3,0.33299999999999996,0,0,0.0,0,2,0,1,1,0,1,1,7,11,102,117
"Bayless,Jerryd",20190317,15,3,5,0.6,0,1,0.0,0,0,0.0,1,2,0,2,0,0,1,2,6,-4,0,102,HOU,117,,MIN,7,23,32,38,70,23,15,3,5,0.6,0,1,0.0,0,0,0.0,1,2,0,2,0,0,1,2,6,-4,102,117
"Reynolds,Cameron",20190317,14,0,2,0.0,0,2,0.0,0,0,0.0,0,2,0,0,0,0,0,1,0,9,0,102,HOU,117,,MIN,-4,23,32,38,70,23,14,0,2,0.0,0,2,0.0,0,0,0.0,0,2,0,0,0,0,0,1,0,9,102,117
"Tolliver,Anthony",20190317,14,1,4,0.25,1,3,0.33299999999999996,0,0,0.0,0,2,0,0,0,0,0,1,3,0,0,102,HOU,117,,MIN,0,23,32,38,70,23,14,1,4,0.25,1,3,0.33299999999999996,0,0,0.0,0,2,0,0,0,0,0,1,3,0,102,117
"Gilgeous-Alexander,Shai",20190317,35,5,12,0.41700000000000004,3,5,0.6,1,2,0.5,0,2,0,10,0,0,2,3,14,18,1,119,BRK,116,,LAC,21,15,41,30,71,15,35,5,12,0.41700000000000004,3,5,0.6,1,2,0.5,0,2,0,10,0,0,2,3,14,18,119,116
"Gallinari,Danilo",20190317,30,7,17,0.41200000000000003,1,5,0.2,5,5,1.0,1,10,0,5,1,0,1,1,20,5,1,119,BRK,116,,LAC,23,15,41,30,71,15,30,7,17,0.41200000000000003,1,5,0.2,5,5,1.0,1,10,0,5,1,0,1,1,20,5,119,116
"Beverley,Patrick",20190317,27,4,5,0.8,2,3,0.667,0,0,0.0,1,3,0,2,2,0,1,4,10,-14,1,119,BRK,116,,LAC,15,15,41,30,71,15,27,4,5,0.8,2,3,0.667,0,0,0.0,1,3,0,2,2,0,1,4,10,-14,119,116
"Shamet,Landry",20190317,26,4,9,0.444,4,9,0.444,2,2,1.0,1,0,0,3,1,0,0,3,14,14,1,119,BRK,116,,LAC,17,15,41,30,71,15,26,4,9,0.444,4,9,0.444,2,2,1.0,1,0,0,3,1,0,0,3,14,14,119,116
"Zubac,Ivica",20190317,13,1,9,0.111,0,0,0.0,1,2,0.5,7,1,0,2,0,2,2,2,3,-3,1,119,BRK,116,,LAC,-2,15,41,30,71,15,13,1,9,0.111,0,0,0.0,1,2,0.5,7,1,0,2,0,2,2,2,3,-3,119,116
"Harrell,Montrezl",20190317,34,8,17,0.47100000000000003,0,0,0.0,4,6,0.667,0,10,0,1,1,3,1,3,20,6,1,119,BRK,116,,LAC,24,15,41,30,71,15,34,8,17,0.47100000000000003,0,0,0.0,4,6,0.667,0,10,0,1,1,3,1,3,20,6,119,116
"Williams,Lou",20190317,26,8,16,0.5,2,6,0.33299999999999996,7,7,1.0,3,3,0,2,0,0,2,1,25,-12,1,119,BRK,116,,LAC,30,15,41,30,71,15,26,8,16,0.5,2,6,0.33299999999999996,7,7,1.0,3,3,0,2,0,0,2,1,25,-12,119,116
"Temple,Garrett",20190317,20,2,5,0.4,0,1,0.0,2,3,0.667,1,5,0,0,3,0,2,4,6,13,1,119,BRK,116,,LAC,3,15,41,30,71,15,20,2,5,0.4,0,1,0.0,2,3,0.667,1,5,0,0,3,0,2,4,6,13,119,116
"Green,JaMychal",20190317,17,3,5,0.6,0,1,0.0,1,1,1.0,2,4,0,1,0,0,2,4,7,-2,1,119,BRK,116,,LAC,7,15,41,30,71,15,17,3,5,0.6,0,1,0.0,1,1,1.0,2,4,0,1,0,0,2,4,7,-2,119,116
"Russell,D'Angelo",20190317,32,13,25,0.52,6,12,0.5,0,1,0.0,0,5,0,10,1,0,3,4,32,16,0,116,LAC,119,,BRK,39,13,36,36,72,13,32,13,25,0.52,6,12,0.5,0,1,0.0,0,5,0,10,1,0,3,4,32,16,116,119
"LeVert,Caris",20190317,31,6,15,0.4,0,4,0.0,0,1,0.0,1,3,0,7,0,0,2,2,12,-11,0,116,LAC,119,,BRK,9,13,36,36,72,13,31,6,15,0.4,0,4,0.0,0,1,0.0,1,3,0,7,0,0,2,2,12,-11,116,119
"Harris,Joe",20190317,29,4,10,0.4,3,6,0.5,1,1,1.0,0,4,0,2,1,1,3,4,12,13,0,116,LAC,119,,BRK,11,13,36,36,72,13,29,4,10,0.4,3,6,0.5,1,1,1.0,0,4,0,2,1,1,3,4,12,13,116,119
"Allen,Jarrett",20190317,29,5,10,0.5,0,0,0.0,3,3,1.0,4,7,0,0,0,2,1,1,13,-15,0,116,LAC,119,,BRK,17,13,36,36,72,13,29,5,10,0.5,0,0,0.0,3,3,1.0,4,7,0,0,0,2,1,1,13,-15,116,119
"Kurucs,Rodions",20190317,12,2,3,0.667,1,1,1.0,0,0,0.0,0,2,0,0,2,2,3,6,5,-5,0,116,LAC,119,,BRK,6,13,36,36,72,13,12,2,3,0.667,1,1,1.0,0,0,0.0,0,2,0,0,2,2,3,6,5,-5,116,119
"Dinwiddie,Spencer",20190317,33,2,16,0.125,1,7,0.14300000000000002,8,12,0.667,1,3,0,3,0,1,1,1,13,-14,0,116,LAC,119,,BRK,3,13,36,36,72,13,33,2,16,0.125,1,7,0.14300000000000002,8,12,0.667,1,3,0,3,0,1,1,1,13,-14,116,119
"Carroll,DeMarre",20190317,33,7,13,0.5379999999999999,3,6,0.5,5,5,1.0,4,3,0,1,1,0,1,2,22,5,0,116,LAC,119,,BRK,28,13,36,36,72,13,33,7,13,0.5379999999999999,3,6,0.5,5,5,1.0,4,3,0,1,1,0,1,2,22,5,116,119
"Graham,Treveon",20190317,18,1,4,0.25,0,2,0.0,0,0,0.0,1,4,0,3,1,0,0,3,2,-13,0,116,LAC,119,,BRK,1,13,36,36,72,13,18,1,4,0.25,0,2,0.0,0,0,0.0,1,4,0,3,1,0,0,3,2,-13,116,119
"Davis,Ed",20190317,18,2,4,0.5,0,0,0.0,1,2,0.5,4,5,0,0,0,1,0,5,5,9,0,116,LAC,119,,BRK,6,13,36,36,72,13,18,2,4,0.5,0,0,0.0,1,2,0.5,4,5,0,0,0,1,0,5,5,9,116,119
"Richardson,Josh",20190317,38,2,17,0.11800000000000001,0,9,0.0,3,4,0.75,1,5,0,5,2,0,1,3,7,18,1,93,CHO,75,,MIA,-9,18,33,36,69,18,38,2,17,0.11800000000000001,0,9,0.0,3,4,0.75,1,5,0,5,2,0,1,3,7,18,93,75
"Olynyk,Kelly",20190317,30,1,7,0.14300000000000002,0,3,0.0,2,3,0.667,3,6,0,6,0,0,3,2,4,4,1,93,CHO,75,,MIA,0,18,33,36,69,18,30,1,7,0.14300000000000002,0,3,0.0,2,3,0.667,3,6,0,6,0,0,3,2,4,4,93,75
"Adebayo,Bam",20190317,30,7,10,0.7,0,0,0.0,2,4,0.5,2,7,0,1,2,1,2,3,16,18,1,93,CHO,75,,MIA,20,18,33,36,69,18,30,7,10,0.7,0,0,0.0,2,4,0.5,2,7,0,1,2,1,2,3,16,18,93,75
"Jones,Derrick",20190317,24,2,6,0.33299999999999996,1,2,0.5,1,4,0.25,2,3,0,1,1,3,1,3,6,11,1,93,CHO,75,,MIA,5,18,33,36,69,18,24,2,6,0.33299999999999996,1,2,0.5,1,4,0.25,2,3,0,1,1,3,1,3,6,11,93,75
"Waiters,Dion",20190317,22,4,10,0.4,4,8,0.5,0,0,0.0,0,4,0,3,0,0,1,1,12,3,1,93,CHO,75,,MIA,12,18,33,36,69,18,22,4,10,0.4,4,8,0.5,0,0,0.0,0,4,0,3,0,0,1,1,12,3,93,75
"Wade,Dwyane",20190317,28,6,14,0.429,2,2,1.0,3,3,1.0,2,6,0,2,0,1,1,1,17,19,1,93,CHO,75,,MIA,22,18,33,36,69,18,28,6,14,0.429,2,2,1.0,3,3,1.0,2,6,0,2,0,1,1,1,17,19,93,75
"Dragić,Goran",20190317,27,7,11,0.636,4,6,0.667,1,1,1.0,0,2,0,4,0,0,1,4,19,7,1,93,CHO,75,,MIA,28,18,33,36,69,18,27,7,11,0.636,4,6,0.667,1,1,1.0,0,2,0,4,0,0,1,4,19,7,93,75
"Whiteside,Hassan",20190317,17,3,7,0.429,0,0,0.0,0,0,0.0,5,3,0,0,1,1,0,3,6,0,1,93,CHO,75,,MIA,6,18,33,36,69,18,17,3,7,0.429,0,0,0.0,0,0,0.0,5,3,0,0,1,1,0,3,6,0,93,75
"Johnson,James",20190317,17,2,4,0.5,2,3,0.667,0,0,0.0,0,3,0,3,0,1,1,1,6,14,1,93,CHO,75,,MIA,10,18,33,36,69,18,17,2,4,0.5,2,3,0.667,0,0,0.0,0,3,0,3,0,1,1,1,6,14,93,75
"Walker,Kemba",20190317,35,4,16,0.25,2,8,0.25,0,0,0.0,1,3,0,4,1,0,3,1,10,-13,0,75,MIA,93,,CHO,-1,11,31,38,69,11,35,4,16,0.25,2,8,0.25,0,0,0.0,1,3,0,4,1,0,3,1,10,-13,75,93
"Batum,Nicolas",20190317,35,3,11,0.273,1,7,0.14300000000000002,5,5,1.0,0,7,0,1,0,0,1,3,12,-18,0,75,MIA,93,,CHO,7,11,31,38,69,11,35,3,11,0.273,1,7,0.14300000000000002,5,5,1.0,0,7,0,1,0,0,1,3,12,-18,75,93
"Williams,Marvin",20190317,27,1,7,0.14300000000000002,0,4,0.0,0,0,0.0,1,3,0,2,1,3,2,2,2,-5,0,75,MIA,93,,CHO,-4,11,31,38,69,11,27,1,7,0.14300000000000002,0,4,0.0,0,0,0.0,1,3,0,2,1,3,2,2,2,-5,75,93
"Biyombo,Bismack",20190317,17,1,3,0.33299999999999996,0,0,0.0,0,0,0.0,2,4,0,0,0,1,2,4,2,-12,0,75,MIA,93,,CHO,0,11,31,38,69,11,17,1,3,0.33299999999999996,0,0,0.0,0,0,0.0,2,4,0,0,0,1,2,4,2,-12,75,93
"Lamb,Jeremy",20190317,33,8,20,0.4,3,9,0.33299999999999996,2,2,1.0,2,2,0,1,3,0,1,3,21,-16,0,75,MIA,93,,CHO,16,11,31,38,69,11,33,8,20,0.4,3,9,0.33299999999999996,2,2,1.0,2,2,0,1,3,0,1,3,21,-16,75,93
"Kaminsky,Frank",20190317,30,3,10,0.3,0,4,0.0,7,9,0.778,2,5,0,1,0,0,1,1,13,-8,0,75,MIA,93,,CHO,10,11,31,38,69,11,30,3,10,0.3,0,4,0.0,7,9,0.778,2,5,0,1,0,0,1,1,13,-8,75,93
"Bacon,Dwayne",20190317,17,1,6,0.16699999999999998,0,0,0.0,0,0,0.0,1,3,0,2,0,1,0,2,2,-9,0,75,MIA,93,,CHO,1,11,31,38,69,11,17,1,6,0.16699999999999998,0,0,0.0,0,0,0.0,1,3,0,2,0,1,0,2,2,-9,75,93
"Parker,Tony",20190317,17,4,5,0.8,1,2,0.5,2,2,1.0,0,2,0,0,0,0,2,0,11,-3,0,75,MIA,93,,CHO,14,11,31,38,69,11,17,4,5,0.8,1,2,0.5,2,2,1.0,0,2,0,0,0,0,2,0,11,-3,75,93
"Kidd-Gilchrist,Michael",20190317,12,0,1,0.0,0,0,0.0,0,0,0.0,2,1,0,0,1,0,0,3,0,3,0,75,MIA,93,,CHO,-1,11,31,38,69,11,12,0,1,0.0,0,0,0.0,0,0,0.0,2,1,0,0,1,0,0,3,0,3,75,93
"Embiid,Joel",20190317,35,15,31,0.484,4,13,0.308,6,7,0.857,2,13,0,6,3,1,1,4,40,-6,1,130,MIL,125,,PHI,45,3,45,25,70,3,35,15,31,0.484,4,13,0.308,6,7,0.857,2,13,0,6,3,1,1,4,40,-6,130,125
"Simmons,Ben",20190317,34,4,8,0.5,0,0,0.0,0,2,0.0,4,5,0,9,0,0,3,3,8,-6,1,130,MIL,125,,PHI,12,3,45,25,70,3,34,4,8,0.5,0,0,0.0,0,2,0.0,4,5,0,9,0,0,3,3,8,-6,130,125
"Butler,Jimmy",20190317,34,8,16,0.5,2,2,1.0,9,13,0.6920000000000001,3,3,0,3,3,0,2,5,27,5,1,130,MIL,125,,PHI,35,3,45,25,70,3,34,8,16,0.5,2,2,1.0,9,13,0.6920000000000001,3,3,0,3,3,0,2,5,27,5,130,125
"Harris,Tobias",20190317,34,4,7,0.5710000000000001,1,2,0.5,3,4,0.75,1,6,0,4,1,0,0,0,12,5,1,130,MIL,125,,PHI,19,3,45,25,70,3,34,4,7,0.5710000000000001,1,2,0.5,3,4,0.75,1,6,0,4,1,0,0,0,12,5,130,125
"Redick,J.J.",20190317,32,7,10,0.7,4,4,1.0,1,2,0.5,0,0,0,0,1,1,1,3,19,-2,1,130,MIL,125,,PHI,27,3,45,25,70,3,32,7,10,0.7,4,4,1.0,1,2,0.5,0,0,0,0,1,1,1,3,19,-2,130,125
"Scott,Mike",20190317,24,2,8,0.25,2,6,0.33299999999999996,0,0,0.0,3,4,0,1,0,0,2,2,6,15,1,130,MIL,125,,PHI,-1,3,45,25,70,3,24,2,8,0.25,2,6,0.33299999999999996,0,0,0.0,3,4,0,1,0,0,2,2,6,15,130,125
"McConnell,T.J.",20190317,17,4,10,0.4,0,1,0.0,0,0,0.0,1,3,0,3,0,0,3,1,8,6,1,130,MIL,125,,PHI,5,3,45,25,70,3,17,4,10,0.4,0,1,0.0,0,0,0.0,1,3,0,3,0,0,3,1,8,6,130,125
"Ennis,James",20190317,15,2,5,0.4,2,4,0.5,0,0,0.0,0,2,0,0,0,0,1,4,6,-4,1,130,MIL,125,,PHI,4,3,45,25,70,3,15,2,5,0.4,2,4,0.5,0,0,0.0,0,2,0,0,0,0,1,4,6,-4,130,125
"Marjanović,Boban",20190317,10,1,5,0.2,0,0,0.0,2,2,1.0,1,3,0,0,0,0,0,1,4,12,1,130,MIL,125,,PHI,3,3,45,25,70,3,10,1,5,0.2,0,0,0.0,2,2,1.0,1,3,0,0,0,0,0,1,4,12,130,125
"Antetokounmpo,Giannis",20190317,36,15,26,0.5770000000000001,3,8,0.375,19,21,0.905,1,15,0,7,2,1,1,1,52,12,0,125,PHI,130,,MIL,78,10,52,18,70,10,36,15,26,0.5770000000000001,3,8,0.375,19,21,0.905,1,15,0,7,2,1,1,1,52,12,125,130
"Middleton,Khris",20190317,35,8,18,0.444,3,9,0.33299999999999996,0,0,0.0,1,6,0,6,0,0,1,4,19,-5,0,125,PHI,130,,MIL,19,10,52,18,70,10,35,8,18,0.444,3,9,0.33299999999999996,0,0,0.0,1,6,0,6,0,0,1,4,19,-5,125,130
"Lopez,Brook",20190317,33,4,11,0.364,3,9,0.33299999999999996,3,4,0.75,0,4,0,1,1,4,3,5,14,-2,0,125,PHI,130,,MIL,12,10,52,18,70,10,33,4,11,0.364,3,9,0.33299999999999996,3,4,0.75,0,4,0,1,1,4,3,5,14,-2,125,130
